4092	2.4.1.290	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-Nacetylgalactosaminyltransferase
4093	2.4.1.291	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecapreno4-alpha-N-acetylgalactosaminyltransferase
4094	2.4.1.292	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha1,4-N-acetyl-D-galactosaminyltransferase
4095	2.4.1.293	GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase
4096	2.4.1.294	cyanidin 3-O-galactosyltransferase
4097	2.4.1.295	anthocyanin 3-O-sambubioside 5-O-glucosyltransferase
4098	2.4.1.296	anthocyanidin 3-O-coumaroylrutinoside 5-O-glucosyltransferase
4099	2.4.1.297	anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase
4100	2.4.1.298	anthocyanidin 3-O-glucoside 5-O-glucosyltransferase
4101	2.4.1.299	cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose)
4102	2.4.1.300	cyanidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose)
4103	2.4.1.301	2'-deamino-2'-hydroxyneamine 1-alpha-D-kanosaminyltransferase
4104	2.4.1.302	L-demethylnoviosyl transferase
4105	2.4.1.303	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3galactosyltransferase
4106	2.4.1.304	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4galactosyltransferase
4107	2.4.1.305	UDP-Glc:alpha-D-GlcNAc-glucosaminyl-diphosphoundecaprenol beta-1,3glucosyltransferase
4108	2.4.1.306	UDP-GalNAc:alpha-D-GalNAc-diphosphoundecaprenol alpha-1,3-Nacetylgalactosaminyltransferase
4109	2.4.1.307	Transferred entry: 2.4.1.122
4110	2.4.1.308	GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAcdiphosphoundecaprenol alpha-1,2-fucosyltransferase
4111	2.4.1.309	UDP-Gal:alpha-L-Fuc-1,2-beta-Gal-1,3-alpha-GalNAc-1,3-alpha-GalNAcdiphosphoundecaprenol alpha-1,3-galactosyltransferase
4112	2.4.1.310	vancomycin aglycone glucosyltransferase
4113	2.4.1.311	dTDP-epi-vancosaminyltransferase
4114	2.4.1.312	protein O-mannose beta-1,4-N-acetylglucosaminyltransferase
4115	2.4.1.313	protein O-mannose beta-1,3-N-acetylgalactosaminyltransferase
4116	2.4.1.314	ginsenoside Rd glucosyltransferase
4117	2.4.1.315	diglucosyl diacylglycerol synthase (1,6-linking)
4118	2.4.1.316	tylactone mycaminosyltransferase
4119	2.4.1.317	O-mycaminosyltylonolide 6-deoxyallosyltransferase
4120	2.4.1.318	demethyllactenocin mycarosyltransferase
4121	2.4.1.319	beta-1,4-mannooligosaccharide phosphorylase
4122	2.4.1.320	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
4123	2.4.1.321	cellobionic acid phosphorylase
4124	2.4.1.322	devancosaminyl-vancomycin vancosaminetransferase
4125	2.4.1.323	7-deoxyloganetic acid glucosyltransferase
4126	2.4.1.324	7-deoxyloganetin glucosyltransferase
4127	2.4.1.325	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
4128	2.4.1.326	aklavinone 7-L-rhodosaminyltransferase
4129	2.4.1.327	aclacinomycin-T 2-deoxy-L-fucose transferase
4130	2.4.1.328	erythronolide mycarosyltransferase
4131	2.4.1.329	sucrose 6(F)-phosphate phosphorylase
4132	2.4.1.330	beta-D-glucosyl crocetin beta-1,6-glucosyltransferase
4133	2.4.1.331	8-demethyltetracenomycin C L-rhamnosyltransferase
4134	2.4.1.332	1,2-alpha-glucosylglycerol phosphorylase
4135	2.4.1.333	1,2-beta-oligoglucan phosphorylase
4136	2.4.1.334	1,3-alpha-oligoglucan phosphorylase
4137	2.4.1.335	dolichyl N-acetyl-alpha-D-glucosaminyl phosphate 3-beta-D-2,3diacetamido-2,3-dideoxy-beta-D-glucuronosyltransferase
4138	2.4.1.336	monoglucosyldiacylglycerol synthase
4139	2.4.1.337	1,2-diacylglycerol 3-alpha-glucosyltransferase
4140	2.4.1.338	validoxylamine A glucosyltransferase
4141	2.4.1.339	beta-1,2-mannobiose phosphorylase
4142	2.4.1.340	1,2-beta-oligomannan phosphorylase
4143	2.4.1.341	alpha-1,2-colitosyltransferase
4144	2.4.1.342	alpha-maltose-1-phosphate synthase
4145	2.4.1.343	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3galactosyltransferase
4146	2.4.1.344	type 2 galactoside alpha-(1,2)-fucosyltransferase
4147	2.4.1.345	phosphatidyl-myo-inositol alpha-mannosyltransferase
4148	2.4.1.346	phosphatidyl-myo-inositol dimannoside synthase
4149	2.4.1.347	alpha,alpha-trehalose-phosphate synthase (ADP-forming)
4150	2.4.1.348	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecapreno3-alpha-mannosyltransferase
4151	2.4.1.349	mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacisundecaprenol 3-alpha-mannosyltransferase
4152	2.4.1.350	mogroside IE synthase
4153	2.4.1.351	rhamnogalacturonan I rhamnosyltransferase
4154	2.4.1.352	glucosylglycerate phosphorylase
4155	2.4.1.353	sordaricin 6-deoxyaltrosyltransferase
4156	2.4.1.354	(R)-mandelonitrile beta-glucosyltransferase
4157	2.4.1.355	poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase
4158	2.4.1.356	glucosyl-dolichyl phosphate glucuronosyltransferase
4159	2.4.1.357	phlorizin synthase
4160	2.4.1.358	acylphloroglucinol glucosyltransferase
4161	2.4.1.359	glucosylglycerol phosphorylase (configuration-retaining)
4162	2.4.1.360	2-hydroxyflavanone C-glucosyltransferase
4163	2.4.1.361	GDP-mannose:di-myo-inositol-1,3'-phosphate beta-1,2-mannosyltransferase
4164	2.4.1.362	alpha-(1->3) branching sucrase
4165	2.4.1.363	ginsenoside 20-O-glucosyltransferase
4166	2.4.1.364	protopanaxadiol-type ginsenoside 3-O-glucosyltransferase
4167	2.4.1.365	protopanaxadiol-type ginsenoside-3-O-glucoside 2''-O-glucosyltransferase
4168	2.4.1.366	ginsenoside F1 6-O-glucosyltransferase
4169	2.4.1.367	ginsenoside 6-O-glucosyltransferase
4170	2.4.1.368	oleanolate 3-O-glucosyltransferase
4171	2.4.1.369	enterobactin C-glucosyltransferase
4172	2.4.1.370	inositol phosphorylceramide mannosyltransferase
4173	2.4.1.371	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 2,3-alphamannosylpolymerase
4174	2.4.1.372	mutansucrase
4175	2.4.1.373	alpha-(1->2) branching sucrase
4176	2.4.1.374	beta-1,2-mannooligosaccharide synthase
4177	2.4.1.375	rhamnogalacturonan I galactosyltransferase
4178	2.4.1.376	EGF-domain serine glucosyltransferase
4179	2.4.1.377	dTDP-Rha:alpha-D-Gal-diphosphoundecaprenol alpha-1,3rhamnosyltransferase
4180	2.4.1.378	GDP-mannose:alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und alpha-1,4mannosyltransferase
4181	2.4.1.379	GDP-Man:alpha-D-Gal-diphosphoundecaprenol alpha-1,3-mannosyltransferase
4182	2.4.1.380	GDP-Man:alpha-D-Man-(1->3)-alpha-D-Gal diphosphoundecaprenol alpha-1,2mannosyltransferase
4183	2.4.1.381	dTDP-Rha:alpha-D-Man-(1->3)-alpha-D-Gal diphosphoundecaprenol alpha-1,2rahmnosyltransferase
4184	2.4.1.382	CDP-abequose:alpha-L-Rha2OAc-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man(1->3)-alpha-D-Gal-PP-Und alpha-1,3-abequosyltransferase
4185	2.4.1.383	GDP-Man:alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und beta-1,4mannosyltransferase
4186	2.4.1.384	NDP-glycosyltransferase
4187	2.4.1.385	sterol 27-beta-glucosyltransferase
4188	2.4.1.386	GlcNAc-beta-1,3-Gal beta-1,6-N-acetylglucosaminyltransferase (distallacting)
4189	2.4.1.387	isomaltosyltransferase
4190	2.4.1.388	glucosylgalactose phosphorylase
4191	2.4.1.389	solabiose phosphorylase
4192	2.4.1.390	4,3-alpha-glucanotransferase
4193	2.4.1.391	beta-1,2-glucosyltransferase
4194	2.4.1.392	3-O-beta-D-glucopyranosyl-beta-D-glucuronide phosphorylase
4195	2.4.1.393	MMP alpha-(1->4)-mannosyltransferase
4196	2.4.1.n1	Transferred entry: 2.4.1.245
4197	2.4.1.n2	loliose synthase
4198	2.4.1.n3	Transferred entry: 2.4.1.250
4199	2.4.1.n4	Transferred entry: 2.4.1.131
4200	2.4.1.n5	Transferred entry: 2.4.99.16
4201	2.4.2.1	purine-nucleoside phosphorylase
4202	2.4.2.2	pyrimidine-nucleoside phosphorylase
4203	2.4.2.3	uridine phosphorylase
4204	2.4.2.4	thymidine phosphorylase
4205	2.4.2.5	nucleoside ribosyltransferase
4206	2.4.2.6	nucleoside deoxyribosyltransferase
4207	2.4.2.7	adenine phosphoribosyltransferase
4208	2.4.2.8	hypoxanthine phosphoribosyltransferase
4209	2.4.2.9	uracil phosphoribosyltransferase
4210	2.4.2.10	orotate phosphoribosyltransferase
4211	2.4.2.11	Transferred entry: 6.3.4.21
4212	2.4.2.12	nicotinamide phosphoribosyltransferase
4213	2.4.2.13	Transferred entry: 2.5.1.6
4214	2.4.2.14	amidophosphoribosyltransferase
4215	2.4.2.15	guanosine phosphorylase
4216	2.4.2.16	urate-ribonucleoside phosphorylase
4217	2.4.2.17	ATP phosphoribosyltransferase
4218	2.4.2.18	anthranilate phosphoribosyltransferase
4219	2.4.2.19	nicotinate-nucleotide diphosphorylase (carboxylating)
4220	2.4.2.20	dioxotetrahydropyrimidine phosphoribosyltransferase
4221	2.4.2.21	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
4222	2.4.2.22	xanthine phosphoribosyltransferase
4223	2.4.2.23	Transferred entry: 2.4.2.2, 2.4.2.3 and 2.4.2.4
4224	2.4.2.24	1,4-beta-D-xylan synthase
4225	2.4.2.25	flavone apiosyltransferase
4226	2.4.2.26	protein xylosyltransferase
4227	2.4.2.27	dTDP-dihydrostreptose--streptidine-6-phosphatdihydrostreptosyltransferase
4228	2.4.2.28	S-methyl-5'-thioadenosine phosphorylase
4229	2.4.2.29	tRNA-guanosine(34) preQ1 transglycosylase
4230	2.4.2.30	NAD(+) ADP-ribosyltransferase
4231	2.4.2.31	NAD(+)--protein-arginine ADP-ribosyltransferase
4232	2.4.2.32	dolichyl-phosphate D-xylosyltransferase
4233	2.4.2.33	dolichyl-xylosyl-phosphate--protein xylosyltransferase
4234	2.4.2.34	indolylacetylinositol arabinosyltransferase
4235	2.4.2.35	flavonol-3-O-glycoside xylosyltransferase
4236	2.4.2.36	NAD(+)--diphthamide ADP-ribosyltransferase
4237	2.4.2.37	NAD(+)--dinitrogen-reductase ADP-D-ribosyltransferase
4238	2.4.2.38	glycoprotein 2-beta-D-xylosyltransferase
4239	2.4.2.39	xyloglucan 6-xylosyltransferase
4240	2.4.2.40	zeatin O-beta-D-xylosyltransferase
4241	2.4.2.41	xylogalacturonan beta-1,3-xylosyltransferase
4242	2.4.2.42	UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase
4243	2.4.2.43	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase
4244	2.4.2.44	S-methyl-5'-thioinosine phosphorylase
4245	2.4.2.45	decaprenyl-phosphate phosphoribosyltransferase
4246	2.4.2.46	galactan 5-O-arabinofuranosyltransferase
4247	2.4.2.47	arabinofuranan 3-O-arabinosyltransferase
4248	2.4.2.48	tRNA-guanine(15) transglycosylase
4249	2.4.2.49	neamine phosphoribosyltransferase
4250	2.4.2.50	cyanidin 3-O-galactoside 2''-O-xylosyltransferase
4251	2.4.2.51	anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase
4252	2.4.2.52	triphosphoribosyl-dephospho-CoA synthase
4253	2.4.2.53	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
4254	2.4.2.54	beta-ribofuranosylphenol 5'-phosphate synthase
4255	2.4.2.55	nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase
4256	2.4.2.56	kaempferol 3-O-xylosyltransferase
4257	2.4.2.57	AMP phosphorylase
4258	2.4.2.58	hydroxyproline O-arabinosyltransferase
4259	2.4.2.59	sulfide-dependent adenosine diphosphate thiazole synthase
4260	2.4.2.60	cysteine-dependent adenosine diphosphate thiazole synthase
4261	2.4.2.61	alpha-dystroglycan beta1,4-xylosyltransferase
4262	2.4.2.62	xylosyl alpha-1,3-xylosyltransferase
4263	2.4.2.63	EGF-domain serine xylosyltransferase
4264	2.4.2.64	tRNA-guanosine(34) queuine transglycosylase
4265	2.4.2.n1	Transferred entry: 2.4.2.43
4266	2.4.2.n2	Transferred entry: 2.4.2.42
4267	2.4.2.n3	Transferred entry: 2.4.2.62
4268	2.4.3.1	beta-galactoside alpha-(2,6)-sialyltransferase
4269	2.4.3.2	beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminide alpha-2,3sialyltransferase
4270	2.4.3.3	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase
4271	2.4.3.4	beta-galactoside alpha-2,3-sialyltransferase
4272	2.4.3.5	galactosyldiacylglycerol alpha-2,3-sialyltransferase
4273	2.4.3.6	N-acetyllactosaminide alpha-2,3-sialyltransferase
4274	2.4.3.7	alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetylgalactosaminid6-alpha-sialyltransferase
4275	2.4.3.8	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase
4276	2.4.3.9	lactosylceramide alpha-2,3-sialyltransferase
4277	2.4.3.10	N-acetylglucosaminide alpha-(2,6)-sialyltransferase
4278	2.4.99.1	Transferred entry: 2.4.3.1
4279	2.4.99.2	Transferred entry: 2.4.3.2
4280	2.4.99.3	Transferred entry: 2.4.3.3
4281	2.4.99.4	Transferred entry: 2.4.3.4
4282	2.4.99.5	Transferred entry: 2.4.3.5
4283	2.4.99.6	Transferred entry: 2.4.3.6
4284	2.4.99.7	Transferred entry: 2.4.3.7
4285	2.4.99.8	Transferred entry: 2.4.3.8
4286	2.4.99.9	Transferred entry: 2.4.3.9
4287	2.4.99.10	Transferred entry: 2.4.99.6
4288	2.4.99.11	Transferred entry: 2.4.99.1
4289	2.4.99.12	lipid IVA 3-deoxy-D-manno-octulosonic acid transferase
4290	2.4.99.13	(Kdo)-lipid IVA 3-deoxy-D-manno-octulosonic acid transferase
4291	2.4.99.14	(Kdo)2-lipid IVA (2-8) 3-deoxy-D-manno-octulosonic acid transferase
4292	2.4.99.15	(Kdo)3-lipid IVA (2-4) 3-deoxy-D-manno-octulosonic acid transferase
4293	2.4.99.16	starch synthase (maltosyl-transferring)
4294	2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
4295	2.4.99.18	dolichyl-diphosphooligosaccharide--protein glycotransferase
4296	2.4.99.19	undecaprenyl-diphosphooligosaccharide--protein glycotransferase
4297	2.4.99.20	2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase
4298	2.4.99.21	dolichyl-phosphooligosaccharide-protein glycotransferase
4299	2.4.99.22	Transferred entry: 2.4.3.10
4300	2.4.99.23	lipopolysaccharide heptosyltransferase I
4301	2.4.99.24	lipopolysaccharide heptosyltransferase II
4302	2.4.99.25	lipopolysaccharide heptosyltransferase III
4303	2.5.1.1	dimethylallyltranstransferase
4304	2.5.1.2	thiamine pyridinylase
4305	2.5.1.3	thiamine phosphate synthase
4306	2.5.1.4	Transferred entry: 4.4.1.42
4307	2.5.1.5	galactose-6-sulfurylase
4308	2.5.1.6	methionine adenosyltransferase
4309	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
4310	2.5.1.8	Transferred entry: 2.5.1.75
4311	2.5.1.9	riboflavin synthase
4312	2.5.1.10	(2E,6E)-farnesyl diphosphate synthase
4313	2.5.1.11	Transferred entry: 2.5.1.84 and 2.5.1.85
4314	2.5.1.12	Transferred entry: 2.5.1.18
4315	2.5.1.13	Transferred entry: 2.5.1.18
4316	2.5.1.14	Transferred entry: 2.5.1.18
4317	2.5.1.15	dihydropteroate synthase
4318	2.5.1.16	spermidine synthase
4319	2.5.1.17	corrinoid adenosyltransferase
4320	2.5.1.18	glutathione transferase
4321	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase
4322	2.5.1.20	rubber cis-polyprenylcistransferase
4323	2.5.1.21	squalene synthase
4324	2.5.1.22	spermine synthase
4325	2.5.1.23	sym-norspermidine synthase
4326	2.5.1.24	discadenine synthase
4327	2.5.1.25	tRNA-uridine aminocarboxypropyltransferase
4328	2.5.1.26	alkylglycerone-phosphate synthase
4329	2.5.1.27	adenylate dimethylallyltransferase (AMP-dependent)
4330	2.5.1.28	dimethylallylcistransferase
4331	2.5.1.29	geranylgeranyl diphosphate synthase
4332	2.5.1.30	heptaprenyl diphosphate synthase
4333	2.5.1.31	ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyldiphosphate specific]
4334	2.5.1.32	15-cis-phytoene synthase
4335	2.5.1.33	Transferred entry: 2.5.1.82 and 2.5.1.83
4336	2.5.1.34	4-dimethylallyltryptophan synthase
4337	2.5.1.35	aspulvinone dimethylallyltransferase
4338	2.5.1.36	trihydroxypterocarpan dimethylallyltransferase
4339	2.5.1.37	Transferred entry: 4.4.1.20
4340	2.5.1.38	isonocardicin synthase
4341	2.5.1.39	4-hydroxybenzoate polyprenyltransferase
4342	2.5.1.40	Transferred entry: 4.2.3.9
4343	2.5.1.41	phosphoglycerol geranylgeranyltransferase
4344	2.5.1.42	geranylgeranylglycerol-phosphate geranylgeranyltransferase
4345	2.5.1.43	nicotianamine synthase
4346	2.5.1.44	homospermidine synthase
4347	2.5.1.45	homospermidine synthase (spermidine-specific)
4348	2.5.1.46	deoxyhypusine synthase
4349	2.5.1.47	cysteine synthase
4350	2.5.1.48	cystathionine gamma-synthase
4351	2.5.1.49	O-acetylhomoserine aminocarboxypropyltransferase
4352	2.5.1.50	zeatin 9-aminocarboxyethyltransferase
4353	2.5.1.51	beta-pyrazolylalanine synthase
4354	2.5.1.52	L-mimosine synthase
4355	2.5.1.53	uracilylalanine synthase
4356	2.5.1.54	3-deoxy-7-phosphoheptulonate synthase
4357	2.5.1.55	3-deoxy-8-phosphooctulonate synthase
4358	2.5.1.56	N-acetylneuraminate synthase
4359	2.5.1.57	N-acylneuraminate-9-phosphate synthase
4360	2.5.1.58	protein farnesyltransferase
4361	2.5.1.59	protein geranylgeranyltransferase type I
4362	2.5.1.60	protein geranylgeranyltransferase type II
4363	2.5.1.61	hydroxymethylbilane synthase
4364	2.5.1.62	chlorophyll synthase
4365	2.5.1.63	adenosyl-fluoride synthase
4366	2.5.1.64	Transferred entry: 2.2.1.9 and 4.2.99.20
4367	2.5.1.65	O-phosphoserine sulfhydrylase
4368	2.5.1.66	N(2)-(2-carboxyethyl)arginine synthase
4369	2.5.1.67	chrysanthemyl diphosphate synthase
4370	2.5.1.68	(2Z,6E)-farnesyl diphosphate synthase
4371	2.5.1.69	lavandulyl diphosphate synthase
4372	2.5.1.70	naringenin 8-dimethylallyltransferase
4373	2.5.1.71	leachianone-G 2''-dimethylallyltransferase
4374	2.5.1.72	quinolinate synthase
4375	2.5.1.73	O-phospho-L-seryl-tRNA:Cys-tRNA synthase
4376	2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase
4377	2.5.1.75	tRNA dimethylallyltransferase
4378	2.5.1.76	cysteate synthase
4379	2.5.1.77	Transferred entry: 2.5.1.147 and 4.3.1.32
4380	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
4381	2.5.1.79	thermospermine synthase
4382	2.5.1.80	7-dimethylallyltryptophan synthase
4383	2.5.1.81	geranylfarnesyl diphosphate synthase
4384	2.5.1.82	hexaprenyl diphosphate synthase [geranylgeranyl-diphosphate specific]
4385	2.5.1.83	hexaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]
4386	2.5.1.84	all-trans-nonaprenyl-diphosphate synthase [geranyl-diphosphate specific]
4387	2.5.1.85	all-trans-nonaprenyl-diphosphate synthase [geranylgeranyl-diphosphatspecific]
4388	2.5.1.86	trans,polycis-decaprenyl diphosphate synthase
4389	2.5.1.87	ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesydiphosphate specific]
4390	2.5.1.88	trans,polycis-polyprenyl diphosphate synthase [(2Z,6E)-farnesydiphosphate specific]
4391	2.5.1.89	tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyldiphosphate specific]
4392	2.5.1.90	all-trans-octaprenyl-diphosphate synthase
4393	2.5.1.91	all-trans-decaprenyl-diphosphate synthase
4394	2.5.1.92	(2Z,6Z)-farnesyl diphosphate synthase
4395	2.5.1.93	4-hydroxybenzoate geranyltransferase
4396	2.5.1.94	adenosyl-chloride synthase
4397	2.5.1.95	xanthan pyruvate transferase
4398	2.5.1.96	4,4'-diapophytoene synthase
4399	2.5.1.97	pseudaminic acid synthase
4400	2.5.1.98	Rhizobium leguminosarum exopolysaccharide glucosyl ketal-pyruvatetransferase
4401	2.5.1.99	Deleted entry
4402	2.5.1.100	fumigaclavine A dimethylallyltransferase
4403	2.5.1.101	N,N'-diacetyllegionaminate synthase
4404	2.5.1.102	geranylpyrophosphate--olivetolic acid geranyltransferase
4405	2.5.1.103	presqualene diphosphate synthase
4406	2.5.1.104	N(1)-aminopropylagmatine synthase
4407	2.5.1.105	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzen5'-phosphate synthase
4408	2.5.1.106	tryprostatin B synthase
4409	2.5.1.107	verruculogen prenyltransferase
4410	2.5.1.108	2-(3-amino-3-carboxypropyl)histidine synthase
4411	2.5.1.109	brevianamide F prenyltransferase (deoxybrevianamide E-forming)
4412	2.5.1.110	12alpha,13alpha-dihydroxyfumitremorgin C prenyltransferase
4413	2.5.1.111	4-hydroxyphenylpyruvate 3-dimethylallyltransferase
4414	2.5.1.112	adenylate dimethylallyltransferase (ADP/ATP-dependent)
4415	2.5.1.113	[CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteinsynthase
4416	2.5.1.114	tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase
4417	2.5.1.115	homogentisate phytyltransferase
4418	2.5.1.116	homogentisate geranylgeranyltransferase
4419	2.5.1.117	homogentisate solanesyltransferase
4420	2.5.1.118	beta-(isoxazolin-5-on-2-yl)-L-alanine synthase
4421	2.5.1.119	beta-(isoxazolin-5-on-4-yl)-L-alanine synthase
4422	2.5.1.120	aminodeoxyfutalosine synthase
4423	2.5.1.121	5,10-dihydrophenazine-1-carboxylate 9-dimethylallyltransferase
4424	2.5.1.122	4-O-dimethylallyl-L-tyrosine synthase
4425	2.5.1.123	flaviolin linalyltransferase
4426	2.5.1.124	6-linalyl-2-O,3-dimethylflaviolin synthase
4427	2.5.1.125	7-geranyloxy-5-hydroxy-2-methoxy-3-methylnaphthalene-1,4-dione synthase
4428	2.5.1.126	norspermine synthase
4429	2.5.1.127	caldopentamine synthase
4430	2.5.1.128	N(4)-bis(aminopropyl)spermidine synthase
4431	2.5.1.129	flavin prenyltransferase
4432	2.5.1.130	2-carboxy-1,4-naphthoquinone phytyltransferase
4433	2.5.1.131	(4-{4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl}furan-2yl)methanamine synthase
4434	2.5.1.132	3-deoxy-D-glycero-D-galacto-nononate 9-phosphate synthase
4435	2.5.1.133	bacteriochlorophyll a synthase
4436	2.5.1.134	cystathionine beta-synthase (O-acetyl-L-serine)
4437	2.5.1.135	validamine 7-phosphate valienyltransferase
4438	2.5.1.136	2-acylphloroglucinol 4-prenyltransferase
4439	2.5.1.137	2-acyl-4-prenylphloroglucinol 6-prenyltransferase
4440	2.5.1.138	coumarin 8-geranyltransferase
4441	2.5.1.139	umbelliferone 6-dimethylallyltransferase
4442	2.5.1.140	N-(2-amino-2-carboxyethyl)-L-glutamate synthase
4443	2.5.1.141	heme o synthase
4444	2.5.1.142	nerylneryl diphosphate synthase
4445	2.5.1.143	pyridinium-3,5-biscarboxylic acid mononucleotide synthase
4446	2.5.1.144	S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)
4447	2.5.1.145	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
4448	2.5.1.146	3-geranyl-3-[(Z)-2-isocyanoethenyl]indole synthase
4449	2.5.1.147	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase
4450	2.5.1.148	lycopaoctaene synthase
4451	2.5.1.149	lycopene elongase/hydratase (flavuxanthin-forming)
4452	2.5.1.150	lycopene elongase/hydratase (dihydrobisanhydrobacterioruberin-forming)
4453	2.5.1.151	alkylcobalamin dealkylase
4454	2.5.1.152	D-histidine 2-aminobutanoyltransferase
4455	2.5.1.153	adenosine tuberculosinyltransferase
4456	2.5.1.154	corrinoid adenosyltransferase EutT
4457	2.5.1.155	phosphoglycerol geranylfarnesyltransferase
4458	2.5.1.156	geranylfarnesylglycerol-phosphate geranylfarnesyltransferase
4459	2.5.1.n1	Transferred entry: 2.2.1.9
4460	2.5.1.n2	Transferred entry: 2.5.1.81
4461	2.5.1.n3	Transferred entry: 2.5.1.73
4462	2.5.1.n4	Transferred entry: 2.5.1.112
4463	2.5.1.n5	Transferred entry: 2.5.1.113
4464	2.5.1.n6	Transferred entry: 2.5.1.105
4465	2.5.1.n7	Transferred entry: 2.5.1.108
4466	2.5.1.n8	Transferred entry: 2.5.1.115
4467	2.5.1.n9	heptaprenylglyceryl phosphate synthase
4468	2.6.1.1	aspartate transaminase
4469	2.6.1.2	alanine transaminase
4470	2.6.1.3	cysteine transaminase
4471	2.6.1.4	glycine transaminase
4472	2.6.1.5	tyrosine transaminase
4473	2.6.1.6	leucine transaminase
4474	2.6.1.7	kynurenine--oxoglutarate transaminase
4475	2.6.1.8	Deleted entry
4476	2.6.1.9	histidinol-phosphate transaminase
4477	2.6.1.10	Transferred entry: 2.6.1.21
4478	2.6.1.11	acetylornithine transaminase
4479	2.6.1.12	alanine--oxo-acid transaminase
4480	2.6.1.13	ornithine aminotransferase
4481	2.6.1.14	asparagine--oxo-acid transaminase
4482	2.6.1.15	glutamine--pyruvate transaminase
4483	2.6.1.16	glutamine--fructose-6-phosphate transaminase (isomerizing)
4484	2.6.1.17	succinyldiaminopimelate transaminase
4485	2.6.1.18	beta-alanine--pyruvate transaminase
4486	2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase
4487	2.6.1.20	Deleted entry
4488	2.6.1.21	D-amino-acid transaminase
4489	2.6.1.22	(S)-3-amino-2-methylpropionate transaminase
4490	2.6.1.23	4-hydroxyglutamate transaminase
4491	2.6.1.24	diiodotyrosine transaminase
4492	2.6.1.25	Transferred entry: 2.6.1.24
4493	2.6.1.26	thyroid-hormone transaminase
4494	2.6.1.27	tryptophan transaminase
4495	2.6.1.28	tryptophan--phenylpyruvate transaminase
4496	2.6.1.29	diamine transaminase
4497	2.6.1.30	pyridoxamine--pyruvate transaminase
4498	2.6.1.31	pyridoxamine--oxaloacetate transaminase
4499	2.6.1.32	valine--3-methyl-2-oxovalerate transaminase
4500	2.6.1.33	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
4501	2.6.1.34	UDP-N-acetylbacillosamine transaminase
4502	2.6.1.35	glycine--oxaloacetate transaminase
4503	2.6.1.36	L-lysine 6-transaminase
